champion_id,champion_name,played_with,won_with,played_against,lost_against,winrate,tot_played
30,Karthus,1.0,1,1,0,50.0,2
136,AurelionSol,1.0,0,1,1,50.0,2
89,Leona,1.0,0,1,1,50.0,2
141,Kayn,2.0,1,0,0,50.0,2
58,Renekton,2.0,1,0,0,50.0,2
120,Hecarim,1.0,0,1,1,50.0,2
122,Darius,0.0,0,2,1,50.0,2
37,Sona,2.0,1,0,0,50.0,2
69,Cassiopeia,2.0,1,0,0,50.0,2
19,Warwick,1.0,1,1,0,50.0,2
92,Riven,1.0,1,1,0,50.0,2
62,MonkeyKing,2.0,1,0,0,50.0,0
10,Kayle,1.0,1,1,0,50.0,0
526,Rell,0.0,0,2,1,50.0,0
54,Malphite,7.0,3,3,1,40.0,10
420,Illaoi,1.0,1,4,1,40.0,5
133,Quinn,2.0,1,3,1,40.0,5
50,Swain,2.0,0,3,2,40.0,5
11,MasterYi,2.0,2,3,0,40.0,5
82,Mordekaiser,1.0,0,4,2,40.0,5
51,Caitlyn,3.0,2,5,1,37.5,8
412,Thresh,2.0,0,6,3,37.5,8
147,Seraphine,2.0,2,4,0,33.33,6
31,Chogath,2.0,1,4,1,33.33,6
26,Zilean,0.0,0,3,1,33.33,3
42,Corki,1.0,0,2,1,33.33,3
105,Fizz,2.0,0,1,1,33.33,3
34,Anivia,1.0,0,2,1,33.33,3
75,Nasus,2.0,1,1,0,33.33,3
104,Graves,2.0,1,1,0,33.33,3
39,Irelia,1.0,0,2,1,33.33,3
777,Yone,2.0,1,1,0,33.33,3
32,Amumu,3.0,1,0,0,33.33,3
68,Rumble,0.0,0,3,1,33.33,3
7,Leblanc,2.0,1,1,0,33.33,3
267,Nami,1.0,0,2,1,33.33,3
6,Urgot,3.0,1,0,0,33.33,0
21,MissFortune,5.0,1,3,1,25.0,8
110,Varus,3.0,1,1,0,25.0,4
81,Ezreal,2.0,0,2,1,25.0,4
20,Nunu,1.0,0,3,1,25.0,4
15,Sivir,2.0,1,2,0,25.0,4
234,Viego,2.0,0,2,1,25.0,4
102,Shyvana,3.0,1,2,0,20.0,5
101,Xerath,3.0,1,2,0,20.0,5
121,Khazix,3.0,1,2,0,20.0,5
63,Brand,1.0,0,4,1,20.0,5
161,Velkoz,2.0,0,4,1,16.67,6
360,Samira,1.0,0,4,0,0.0,5
16,Soraka,2.0,0,3,0,0.0,5
432,Bard,1.0,0,3,0,0.0,4
90,Malzahar,1.0,0,2,0,0.0,3
25,Morgana,1.0,0,2,0,0.0,3
9,Fiddlesticks,1.0,0,2,0,0.0,3
245,Ekko,1.0,0,1,0,0.0,2
17,Teemo,0.0,0,2,0,0.0,2
80,Pantheon,1.0,0,1,0,0.0,2
12,Alistar,1.0,0,1,0,0.0,2
516,Ornn,0.0,0,2,0,0.0,2
35,Shaco,0.0,0,1,0,0.0,1
266,Aatrox,0.0,0,1,0,0.0,1
106,Volibear,1.0,0,0,0,0.0,1
48,Trundle,0.0,0,1,0,0.0,1
887,Gwen,1.0,0,0,0,0.0,1
56,Nocturne,0.0,0,1,0,0.0,1
33,Rammus,3.0,0,1,0,0.0,0
38,Kassadin,2.0,0,1,0,0.0,0
85,Kennen,1.0,0,0,0,0.0,0
8,Vladimir,0.0,0,1,0,0.0,0
254,Vi,0.0,0,1,0,0.0,0
268,Azir,0.0,0,1,0,0.0,0
3,Galio,0.0,0,1,0,0.0,0
113,Sejuani,0.0,0,1,0,0.0,0
61,Orianna,0.0,0,1,0,0.0,0
