summoner_name,played_with,won_with,played_against,lost_against,last_played
Vosto EST,0.0,0,1,0,MasterYi
Vollkorn lol,0.0,0,1,0,Samira
VoliCat,0.0,0,1,0,Pyke
VogeIBird,0.0,0,1,0,LeeSin
Vivas067,0.0,0,1,0,Rumble
Vins MOLO BOLO,0.0,0,1,0,Soraka
VikingWalruz,0.0,0,1,0,Varus
Vibaek,0.0,0,1,0,Ashe
Vallanzaska,0.0,0,1,1,Kayle
VaIac,0.0,0,1,0,Sylas
V72r8D9I,0.0,0,1,1,Chogath
Uuuunlucky,0.0,0,1,0,Sejuani
UshouldGoTosleep,0.0,0,1,0,Pantheon
Unlucky Haydeh,0.0,0,1,0,Nami
Une Baguette,0.0,0,1,1,Rumble
Uhlozar,0.0,0,1,1,Fizz
USM Rominigun,0.0,0,1,1,Sett
Typthøn,0.0,0,1,0,Yone
TuskenRäuber,0.0,0,1,0,Zoe
Turtlestyle,0.0,0,1,1,Veigar
Trollkinsss,0.0,0,1,0,Caitlyn
TrishCollins,0.0,0,1,0,Kaisa
Traicse,0.0,0,1,1,Malphite
TopImpactfulRole,0.0,0,1,0,Velkoz
Top REFORMED,0.0,0,1,1,Corki
TonyChocolonely,0.0,0,1,1,Tristana
Tony Jaa,0.0,0,1,0,Maokai
Tomyos,0.0,0,1,1,Pyke
TommyJ,0.0,0,1,1,Gangplank
Timothée,0.0,0,1,0,Kled
Thyvu,0.0,0,1,0,Volibear
Thug Workout,0.0,0,1,0,MonkeyKing
ThornyTentacle,0.0,0,1,0,Amumu
Thommys GT86,0.0,0,1,0,Lucian
Thisisthewae,0.0,0,1,0,Vayne
TheWorseGamer,0.0,0,1,1,Poppy
TheWoler,0.0,0,1,0,LeeSin
The Real Cat,0.0,0,1,0,MonkeyKing
The Plushy Cat ,0.0,0,1,0,Annie
The Morníngstar,0.0,0,1,0,Swain
The Last of Fap,0.0,0,1,0,Taric
The Kvo,0.0,0,2,1,Ziggs
The Artist,0.0,0,1,0,Pantheon
Teseuss,0.0,0,1,0,Yone
Terumia,0.0,0,1,1,Zilean
Tepperister,0.0,0,1,1,Malphite
Tenmi,0.0,0,1,0,Bard
Tekneeq,0.0,0,1,1,Xayah
TeiŁzeitgott,0.0,0,1,0,Shen
Taxes,0.0,0,1,0,Nasus
Tanger09,0.0,0,1,1,Ornn
Tacchinooo,0.0,0,1,1,Khazix
TWH motor300,0.0,0,1,0,Urgot
TSM TheNewwOne,0.0,0,1,0,Kayle
TOBI DU LAPPEN,0.0,0,1,1,Darius
TNRazer,0.0,0,1,0,Senna
TLC DreadNova,0.0,0,1,1,Zed
THRed Glow,0.0,0,1,1,Brand
THAFRESHCHUNGUS,0.0,0,1,0,Sett
TAZZ5999,0.0,0,1,1,Rengar
T6nnn,0.0,0,1,0,Mordekaiser
T4lkor,0.0,0,1,0,Gangplank
T0mmyGun,0.0,0,1,0,Maokai
T A R Z A A A N,0.0,0,1,1,Ziggs
Sìf,0.0,0,1,0,Vi
Sâki,0.0,0,1,0,Nami
Syuleim,0.0,0,1,1,Soraka
Sysvolt,0.0,0,1,1,Neeko
Swenjay,0.0,0,1,0,Ashe
SuperSmokio64,0.0,0,1,1,Fiddlesticks
Stu Bacca,0.0,0,1,0,Singed
Stradell,0.0,0,1,0,Yasuo
Str0cker,0.0,0,1,0,Pantheon
Stigmatised,0.0,0,1,0,Jhin
StierKz,0.0,0,1,0,Sona
Stepzor,0.0,0,1,0,Elise
Steffo91,0.0,0,1,1,Jhin
Star Platinum Σ,0.0,0,1,1,MissFortune
Spotted Banana,0.0,0,1,0,Nidalee
SpookMcGoo,0.0,0,1,1,Karma
Spill,0.0,0,1,1,Sion
SpencermPh,0.0,0,1,1,Nautilus
Spanarn,0.0,0,1,0,Nunu
Soveteos,0.0,0,1,1,Shaco
SoulofGaruk,0.0,0,1,0,Gwen
Sonico,0.0,0,1,0,Velkoz
Sonaphine main,0.0,0,1,0,Swain
SolomonGrundy5,0.0,0,1,1,Trundle
Soazie,0.0,0,1,0,Ahri
Snekkkk,0.0,0,1,1,Pyke
SneaX DarkSlayer,0.0,0,1,0,Yone
Slayer XasaX,0.0,0,1,0,Caitlyn
Skäppy,0.0,0,1,1,Viktor
Skullfane,0.0,0,1,0,TwistedFate
Skruptor,0.0,0,1,0,Riven
Skrap3r,0.0,0,1,0,Tryndamere
Skeptisches Huhn,0.0,0,1,1,Caitlyn
Sinestrios,0.0,0,1,0,Varus
Silent Νight,0.0,0,1,0,Irelia
Sicklecellànemia,0.0,0,1,1,Skarner
Shyoner,0.0,0,1,0,Gangplank
Shyltkar,0.0,0,1,1,Singed
Shunshunmaru,0.0,0,1,0,Twitch
Shintai ,0.0,0,1,1,Varus
Shinigamii93,0.0,0,1,1,AurelionSol
Shimbo,0.0,0,1,0,Taliyah
Shaney,0.0,0,1,0,Soraka
ShadyPandaLife,0.0,0,1,0,Zed
SgtRüpelkopf,0.0,0,1,0,Rakan
Severusrock87,0.0,0,1,0,Ahri
Senor Pink,0.0,0,1,0,Amumu
SelamGencler,0.0,0,1,0,Jhin
Schring,0.0,0,1,0,Yuumi
Schorima,0.0,0,1,0,KogMaw
Schmumu,0.0,0,1,1,Teemo
SaoBao,0.0,0,1,1,Aatrox
Sangineous,0.0,0,1,0,Shaco
Sadgamer78,0.0,0,1,0,Katarina
Sacred of Mars,0.0,0,1,0,Velkoz
Saboo,0.0,0,1,1,Mordekaiser
SaPer23456,0.0,0,1,1,DrMundo
STICKY FINGAHS,0.0,0,1,1,Rumble
STARSCREÁM,0.0,0,1,1,Malphite
SSIOhatDeineNase,0.0,0,1,0,Fizz
SRA BugSein,0.0,0,1,0,Mordekaiser
SM0SD60,0.0,0,1,0,Camille
SHiFT Nurbi,0.0,0,1,0,LeeSin
SHiFT ArcanePuke,0.0,0,1,0,Maokai
SHADOW11X,0.0,0,1,1,Varus
SH480,0.0,0,1,0,Yasuo
Ryφmen Sukuna,0.0,0,1,0,Ashe
RxW,0.0,0,1,1,Sett
Rusty Samurai,0.0,0,1,0,Nautilus
Rukie,0.0,0,1,1,Zilean
Rozealia,0.0,0,1,0,Diana
Rohling,0.0,0,1,1,Tristana
Rocks n Bushes,0.0,0,1,0,Taric
RitoTitoBG,0.0,0,1,0,Janna
Rezden,0.0,0,1,0,Ziggs
Renske,0.0,0,1,1,Xayah
ReepersKreepers,0.0,0,1,0,Sylas
RectancePénienne,0.0,0,1,1,Lulu
RecklessTwice,0.0,0,1,1,Aatrox
Razgalor,0.0,0,1,0,Ezreal
Ranzofly,0.0,0,1,0,LeeSin
Randøm Summoner,0.0,0,1,0,Zyra
Raklafar,0.0,0,1,0,Zilean
Ragetrix,0.0,0,1,0,Zed
Quinceer,0.0,0,1,0,Velkoz
QueenBeeGii,0.0,0,1,1,Kindred
QQ ManiD,0.0,0,1,0,Akali
PsychoTugxi,0.0,0,1,0,Zilean
Poutripelle,0.0,0,1,0,Xayah
PoupouLligator,0.0,0,1,0,Amumu
Potje23,0.0,0,1,0,Illaoi
Plz KiII My Supp,0.0,0,1,1,Graves
PlaYtobE,0.0,0,1,1,Yuumi
PiterciusJr,0.0,0,2,0,Vayne
Pikashi,0.0,0,1,1,Zyra
Pika Toppi,0.0,0,1,0,Irelia
PhantomHunterXX,0.0,0,1,1,Jayce
PentaRan,0.0,0,1,0,Evelynn
Peerchen,0.0,0,1,1,Talon
Patyy01,0.0,0,1,0,Sivir
Pain Complet,0.0,0,1,0,Chogath
PachuTheBest,0.0,0,1,1,Riven
Pablo Escanor,0.0,0,1,0,Nautilus
PSYCHOLOGlST,0.0,0,1,0,Pantheon
PPMR,0.0,0,1,1,Sivir
PLS Shake,0.0,0,1,1,Braum
P0tdealer,0.0,0,1,0,Zoe
Ozzywozzy0511,0.0,0,1,1,Lulu
Ouaou,0.0,0,1,1,Thresh
Oronatur,0.0,0,1,1,Vayne
OraMeLoSushi,0.0,0,1,1,Rengar
Oomnomnomnom,0.0,0,1,0,Zed
OnythePony,0.0,0,1,0,Nidalee
One Pieçe,0.0,0,1,1,Singed
OmeleDuFromage,0.0,0,1,1,Tristana
Olimaar1,0.0,0,1,1,Garen
Ole McNugget,0.0,0,1,1,Teemo
Odexiii,0.0,0,1,1,Leblanc
Octopus777,0.0,0,1,1,Gnar
OP jmjN,0.0,0,1,0,Zilean
OKG Faptail,0.0,0,1,0,Ziggs
OAB DreadFog,0.0,0,1,0,Syndra
NurderJohann,0.0,0,1,0,Zed
Nudella,0.0,0,1,0,Nidalee
Not My Main Game,0.0,0,1,1,Sivir
NoobFrenchToxic,0.0,0,1,1,Caitlyn
NoLoek,0.0,0,1,0,Heimerdinger
NlKE Tahm AIR,0.0,0,1,0,Graves
Nilsrunning,0.0,0,1,1,Veigar
Neygil,0.0,0,1,0,Draven
Newmwn,0.0,0,1,1,Amumu
Neshiri,0.0,0,1,0,Veigar
NerdPol Bitzbä,0.0,0,1,0,Sion
Nenzio,0.0,0,1,1,KogMaw
Neefu,0.0,0,1,0,Pantheon
Ndy77,0.0,0,1,0,Rell
Navolop1,0.0,0,1,1,Sett
Naseconox,0.0,0,1,0,Orianna
Namuras,0.0,0,1,0,TahmKench
Naiper,0.0,0,1,0,Hecarim
NTK Fifou,0.0,0,1,0,Orianna
MαlτΩrx,0.0,0,1,1,Thresh
Mytras Scarlet,0.0,0,1,1,Blitzcrank
Myhraz,0.0,0,1,1,Jinx
My Bad Bøy,0.0,0,1,0,Caitlyn
Mute Of Flame,0.0,0,1,0,Anivia
Muffinb4k3r,0.0,0,1,1,Syndra
Mrbenjidu50,0.0,0,1,0,Quinn
MrM CCCC,0.0,0,1,0,Blitzcrank
Mr Flex a lot,0.0,0,1,0,Samira
Mr Bloody Poo,0.0,0,1,0,Nasus
Mp5,0.0,0,1,0,Ziggs
Morigan the Crow,0.0,0,1,0,Chogath
Morata701,0.0,0,1,1,Graves
Monty 2 2,0.0,0,1,1,Jhin
Monsieur Bougon,0.0,0,1,0,Kayle
Monkey DeBussy,0.0,0,1,0,Garen
Mohanad691,0.0,0,1,0,Zilean
MoeMats,0.0,0,1,1,Ekko
Mjeed,0.0,0,1,1,Akali
Miyuki Shirogane,0.0,0,1,1,Kled
Mischkovonik,0.0,0,1,0,Ashe
Minibar is back,0.0,0,1,1,Swain
Mimma Meloni,0.0,0,1,0,DrMundo
Milosparkle,0.0,0,1,1,Sona
MikyBasto,0.0,0,1,0,Syndra
Miesmurha,0.0,0,1,1,Lux
Mguel Campião,0.0,0,1,0,Lulu
MeloManiaah,0.0,0,1,0,Xayah
Megan Flox,0.0,0,1,0,Elise
McSoupape,0.0,0,1,0,Akali
McQueeff,0.0,0,1,1,Garen
McFlurry,0.0,0,1,0,LeeSin
McBeNDeRr,0.0,0,1,0,Yuumi
Maw Fat Kog,0.0,0,1,0,Zed
Maudazimbel,0.0,0,1,0,Leona
Matasu,0.0,0,1,1,Brand
MasterPoof,0.0,0,1,1,Xayah
Mascateclas,0.0,0,1,0,Malzahar
Martin Chulz,0.0,0,1,1,Ornn
MaroonTrombone,0.0,0,1,0,Twitch
Mario Coín,0.0,0,1,1,Cassiopeia
Manchetto,0.0,0,1,0,Irelia
Makeswaves,0.0,0,1,0,Malphite
Magische Katze,0.0,0,1,1,Galio
Maelmuiriyne,0.0,0,1,0,Lux
MadahineCrescent,0.0,0,1,0,Ahri
MR bonbon,0.0,0,1,1,Volibear
MR Anyone,0.0,0,1,0,MonkeyKing
MQHOR1,0.0,0,1,1,Mordekaiser
MORILLAS7,0.0,0,1,0,TwistedFate
MAF Black4t,0.0,0,1,0,Ryze
M1MSTER,0.0,0,1,1,Sivir
Luca Jeate,0.0,0,1,0,Nidalee
LtPerry,0.0,0,1,1,Veigar
LsPSloth,0.0,0,1,1,Lucian
Lovric ,0.0,0,1,0,Sion
Lotus Demon,0.0,0,1,0,Nautilus
LordSnipXXX,0.0,0,1,1,Quinn
LordKipama,0.0,0,1,0,Annie
Lord Stalk3r,0.0,0,1,0,Malzahar
Look At Curry,0.0,0,1,0,Aatrox
LoLisLUCK,0.0,0,1,0,Maokai
LoLShikamaru,0.0,0,1,1,Illaoi
Living Weapøn,0.0,0,1,0,Janna
Liond,0.0,0,1,0,Blitzcrank
Linkinas,0.0,0,1,1,Kayn
Lil Star,0.0,0,1,0,Zyra
LikiPra,0.0,0,1,0,Singed
Like4KS,0.0,0,1,1,Yone
Libero306,0.0,0,1,1,Galio
Lenias,0.0,0,1,1,MissFortune
Lena Situatiοn,0.0,0,1,0,Amumu
LegendÖfAuditore,0.0,0,1,1,Azir
Ledkfr,0.0,0,1,0,Cassiopeia
LeagueOfTheRings,0.0,0,1,0,Zilean
LeVIeuxBriscard,0.0,0,1,1,Neeko
Le Ptit Slip,0.0,0,1,1,Jax
Le Caterpillar,0.0,0,1,1,Bard
Laxus Dréyar,0.0,0,1,1,Khazix
LawsonPlayce,0.0,0,1,0,Vayne
Larïssa,0.0,0,1,0,Lux
Lacic,0.0,0,1,0,Varus
LaatMaar03,0.0,0,1,0,Ashe
LaFéeCamionnette,0.0,0,1,1,Illaoi
La Pvta Mágica,0.0,0,1,1,Ryze
LOoZeRs fox,0.0,0,1,0,Ornn
LA PEUHFRA SAHBI,0.0,0,1,0,Zed
L9 POP SMOKE,0.0,0,1,1,Gangplank
KönigaJacabo,0.0,0,1,1,Brand
KäptnPeng43,0.0,0,1,0,Heimerdinger
KuroxNeko7,0.0,0,1,0,Katarina
Kuroro Lúcifer,0.0,0,1,0,Kennen
Kuro Thresh V2,0.0,0,1,0,MissFortune
Kurieita Inazuma,0.0,0,1,0,Xayah
Krustenkrone,0.0,0,1,1,Malphite
Kriptz,0.0,0,1,1,MissFortune
Kratzee,0.0,0,1,0,Mordekaiser
KortElFesGungnir,0.0,0,1,1,Lux
Kolebî,0.0,0,1,0,Velkoz
Knowzi,0.0,0,1,0,Ashe
KleineKoffie,0.0,0,1,1,Rell
KleinBrein0172,0.0,0,1,1,Sion
Kjell Gollum,0.0,0,1,0,Kled
Kittycatlover,0.0,0,1,0,Ryze
Kitsú,0.0,0,1,1,Fiddlesticks
Kirito318,0.0,0,1,1,Ziggs
KingYogur,0.0,0,1,0,Urgot
King Celius,0.0,0,1,1,Ahri
Ketarmene,0.0,0,1,0,Sona
Keikuchi,0.0,0,1,0,Fiddlesticks
Kalle Balik,0.0,0,1,1,Sona
Kaisadism,0.0,0,1,0,Leona
Kaarmy TFT Boss,0.0,0,1,1,Zilean
K to Y to S,0.0,0,1,1,Vayne
Já estás Cândido,0.0,0,1,1,Rell
JustAnotherDowny,0.0,0,1,1,Brand
Juhubravotraube,0.0,0,1,0,Karma
JuanluchaCanaria,0.0,0,1,0,Ornn
Joueurdumilieu,0.0,0,1,1,Yorick
Joseloko180,0.0,0,1,0,Gragas
Joritsu69,0.0,0,1,1,LeeSin
Jomberrino,0.0,0,1,0,Xerath
Johann Fritzl,0.0,0,1,0,Renekton
JiRyoChi,0.0,0,1,0,Rammus
JewrassicParkxD,0.0,0,1,0,Jax
JesusKalero,0.0,0,1,1,Mordekaiser
Je suis Mundo,0.0,0,1,0,AurelionSol
Jannosaur,0.0,0,1,1,Karthus
JakyxD,0.0,0,1,1,TwistedFate
JackeyL,0.0,0,1,1,Jax
Its Hubs,0.0,0,1,1,Draven
Iron Morpion,0.0,0,1,1,Taliyah
Ionia Leader,0.0,0,1,1,Ekko
InxsayneKL,0.0,0,1,1,MissFortune
Infyy,0.0,0,1,0,Jayce
Infiniti2512,0.0,0,1,1,Chogath
Infatuatio,0.0,0,1,1,Fiddlesticks
ImaBoostedPanda,0.0,0,1,0,Pyke
ImNasus,0.0,0,1,0,Malzahar
ImJos,0.0,0,1,0,Tristana
Im Reason,0.0,0,1,1,Rammus
IlI BOXER IlI,0.0,0,1,0,Aphelios
Igor Ditoo,0.0,0,1,0,Riven
Ibedabrina,0.0,0,1,1,Yuumi
Ia Chèvre ,0.0,0,1,0,Malzahar
INITIAL DYR,0.0,0,1,0,MasterYi
IIkeyz,0.0,0,1,0,Samira
II Prometheus II,0.0,0,1,1,Nasus
I feel so alive,0.0,0,1,0,Kayle
I SebaBig0FF I,0.0,0,1,1,Twitch
I Hide on bush I,0.0,0,1,1,Akali
Hybris,0.0,0,1,1,Draven
HowCoulditBETTER,0.0,0,1,0,Heimerdinger
Horace Loyalar,0.0,0,1,1,Brand
HookahSmookah,0.0,0,1,1,Janna
HoneyBalls69,0.0,0,1,0,Anivia
Holy Exemplar,0.0,0,1,1,Nami
Hisakaki Komomo,0.0,0,1,1,Caitlyn
HiroshiKeiko,0.0,0,1,0,Soraka
HipsterShooter,0.0,0,1,1,Ziggs
Hilduria,0.0,0,1,0,Caitlyn
Hi Im Lemouks,0.0,0,1,1,Yone
Heø,0.0,0,1,0,Draven
HervéLeRoutier,0.0,0,1,1,Karthus
HectorM15,0.0,0,1,0,Talon
Heavartomius,0.0,0,1,0,Varus
HaÐeŠ,0.0,0,1,1,Sivir
Hazensure,0.0,0,1,1,Nami
HausCino,0.0,0,1,0,Malzahar
Harrassonford,0.0,0,1,1,Tryndamere
HaiRackerLP,0.0,0,1,0,Lulu
HACKERKSA,0.0,0,1,1,Vayne
H3tzer,0.0,0,1,1,Seraphine
Gαnyu UwU,0.0,0,1,0,Fiora
Gustoso M,0.0,0,1,1,Warwick
Gufis,0.0,0,1,1,Singed
Gucci Crocs Gang,0.0,0,1,0,Ziggs
Gros slibard,0.0,0,1,1,Bard
Grandemons,0.0,0,1,1,Talon
Grabthar,0.0,0,1,1,Ashe
Govos Usan ADC,0.0,0,1,1,Xayah
GotAxxes,0.0,0,1,0,Corki
Good Guy Goku,0.0,0,1,0,Kaisa
Gojo Satoru Fan,0.0,0,1,1,Yone
Godzzy,0.0,0,1,1,Ryze
God of Vikings,0.0,0,1,0,Zilean
Goat Slayer69,0.0,0,1,0,Gnar
Gjeteren,0.0,0,1,0,MasterYi
Ghoulsday,0.0,0,1,0,Kaisa
Geleebrötchen,0.0,0,1,1,Viktor
Geckð,0.0,0,1,0,Nautilus
Gaspote,0.0,0,1,0,Riven
GarrickLDO,0.0,0,2,0,Chogath
GarenDiff,0.0,0,1,0,Ezreal
GaLLUss,0.0,0,1,0,Vladimir
GXjan,0.0,0,1,1,Kayn
GGgenju,0.0,0,1,0,MasterYi
G0N3R,0.0,0,1,1,Kaisa
Führeious,0.0,0,1,1,Tryndamere
Fráser,0.0,0,1,0,Shyvana
Freq79,0.0,0,1,0,Gragas
FranzvonHahn,0.0,0,1,0,Annie
FragiL,0.0,0,1,0,Cassiopeia
FraTac,0.0,0,1,0,Ivern
Foxlike,0.0,0,1,0,Pyke
Fox1211,0.0,0,1,1,Senna
FortuneChicken,0.0,0,1,1,Nunu
Flowsiv,0.0,0,1,0,Vi
Fl1my,0.0,0,1,0,Fiddlesticks
FizZ3Y,0.0,0,1,1,Bard
FireSkills,0.0,0,1,0,Darius
FinalYow,0.0,0,1,1,Soraka
FilosofoJr,0.0,0,2,0,Katarina
FeeeeeaR,0.0,0,1,1,Zoe
Feaτher,0.0,0,1,0,Vayne
Faulty Intuition,0.0,0,1,1,Ryze
Fat Pony v2,0.0,0,1,1,Lux
Fadeˇ,0.0,0,1,0,Nami
FOIN,0.0,0,1,0,KogMaw
FCKN Csaba,0.0,0,1,1,Janna
Eyesnape 2,0.0,0,1,1,Annie
ExileThought,0.0,0,1,0,Jinx
EuPickeoChogath,0.0,0,1,0,Illaoi
Eternal Ruler,0.0,0,1,0,Fiddlesticks
EsDeath13,0.0,0,1,0,Lux
EroSenpaí,0.0,0,1,1,Anivia
Eri Ven,0.0,0,1,1,Akali
ErPechuga,0.0,0,1,1,Jhin
Epona22,0.0,0,1,1,Graves
EloAnchor,0.0,0,1,1,Corki
Elmer117,0.0,0,1,0,Amumu
EliteBe1,0.0,0,1,0,Kalista
El Rami,0.0,0,1,0,Ziggs
El Parabellum,0.0,0,1,1,Ahri
El Ecofeminista,0.0,0,1,0,Sona
EinNameLenny,0.0,0,1,1,Sion
EPA x IIGxLx,0.0,0,1,0,Ashe
ELEC2540,0.0,0,1,1,Qiyana
EBP Locutus,0.0,0,1,0,Urgot
E5C4N0R,0.0,0,1,1,Rengar
DuBow,0.0,0,1,1,Leona
Dschulle,0.0,0,1,1,Morgana
DrunkinDonuts420,0.0,0,1,0,Veigar
DrugDealerDave,0.0,0,1,1,Rammus
Draymon,0.0,0,1,0,Vi
DraxeCOD,0.0,0,1,0,Renekton
Draven Ønlÿ,0.0,0,1,0,Ornn
Draft Machine,0.0,0,1,1,Viktor
DrFlashbang,0.0,0,1,1,Shaco
Dr med Ràscher,0.0,0,1,1,Blitzcrank
Dr FatDieter,0.0,0,1,1,Karma
Dr 3Zo,0.0,0,1,1,Illaoi
Douben,0.0,0,1,1,Sylas
Dooshe,0.0,0,1,0,Ezreal
DooMetal,0.0,0,1,1,Brand
Doctor Shaco,0.0,0,1,0,Fizz
DoUEvenGrabBruh,0.0,0,1,1,Talon
Divinus2,0.0,0,1,1,JarvanIV
Diulf,0.0,0,1,0,Pyke
DieGuteNudel ,0.0,0,1,0,Graves
Devistatoris,0.0,0,1,1,Kayle
DestaSte,0.0,0,1,0,Anivia
DerZwerg,0.0,0,1,0,Rumble
Deoxe,0.0,0,1,1,Malphite
Dendealer,0.0,0,1,0,Shyvana
Dear0th,0.0,0,1,1,Mordekaiser
DarkAdriFR,0.0,0,1,1,Karthus
Daredevil5,0.0,0,1,1,Lulu
Danton Kumabite,0.0,0,1,0,Lulu
Danieeh,0.0,0,1,0,MissFortune
Danger Dave,0.0,0,1,0,Sylas
Dainotas,0.0,0,1,1,MonkeyKing
DaYeNB,0.0,0,1,0,Chogath
DRAVVVEEEENNNN,0.0,0,1,0,Sylas
DONT IGNORE ME,0.0,0,1,0,Lux
DNDN07,0.0,0,1,1,Gnar
DJAwesome,0.0,0,1,0,Orianna
DHZ,0.0,0,1,1,Sona
DF Takhaus,0.0,0,1,1,Ziggs
DAKRevy,0.0,0,1,0,DrMundo
Crusader Savadge,0.0,0,1,1,Jhin
Cruel Swordsman,0.0,0,1,1,TwistedFate
Crol,0.0,0,1,1,Twitch
Cristallus,0.0,0,1,1,Azir
Costy99,0.0,0,1,0,Anivia
Cosmic Mango,0.0,0,1,1,Gragas
Come On Eileen,0.0,0,1,0,Karma
ComandoEUW,0.0,0,1,0,Ashe
Chilläx,0.0,0,1,0,Braum
ChickenoSaurus,0.0,0,1,1,Hecarim
Chibalba,0.0,0,1,0,Morgana
Chatxrestricted,0.0,0,1,0,Sivir
Catscarf,0.0,0,1,0,MissFortune
Catalan Raven,0.0,0,1,0,Anivia
CappaZeen,0.0,0,1,1,Annie
Capitán Falopio,0.0,0,1,0,Pantheon
Calla Lokito 94,0.0,0,2,2,Nasus
CYT1 YI,0.0,0,1,0,Ekko
CKOFietze,0.0,0,1,1,Yone
CEPOMALVADO,0.0,0,1,0,Zoe
CDRG11,0.0,0,1,0,Kaisa
C9 SplitTz,0.0,0,1,1,Soraka
C9 SirObvious,0.0,0,1,1,Jhin
C4PSLOCK,0.0,0,1,0,Vayne
BôôkX,0.0,0,1,0,Tristana
BumbaclaatLOL,0.0,0,1,0,Blitzcrank
BuggyLeClown,0.0,0,1,0,Zyra
BrG27,0.0,0,1,0,Kayn
Bot Touo,0.0,0,1,1,Akali
Bosnex,0.0,0,1,1,Veigar
BookWithTriviego,0.0,0,1,1,Morgana
Boogie Wo0gie,0.0,0,1,0,Urgot
Bond004,0.0,0,1,0,Talon
BogMarley20,0.0,0,1,1,Fizz
BlueAmira,0.0,0,1,0,Tristana
BloodySaki,0.0,0,1,1,Veigar
Bljeard,0.0,0,1,1,Ahri
Blackkatakuri,0.0,0,1,1,Yasuo
BlackMiacis,0.0,0,1,1,Fiddlesticks
BigHalfMoon,0.0,0,1,0,Azir
Bibilicious,0.0,0,1,1,Caitlyn
Bezlebub,0.0,0,1,1,Malzahar
Betterthanmydad,0.0,0,1,1,Khazix
BestTeemøUganda,0.0,0,1,0,Ezreal
BenjiT1,0.0,0,1,0,Vladimir
Belsamor,0.0,0,1,1,Yone
Beheaded Snowman,0.0,0,1,0,Yuumi
BeeDino,0.0,0,1,1,Lulu
BeamWinni,0.0,0,1,0,DrMundo
Barriss Offee,0.0,0,1,1,JarvanIV
BalbinaBagina13,0.0,0,1,0,Lux
BBC v Riley Reid,0.0,0,1,1,Sivir
B85,0.0,0,1,0,Nidalee
B1G SAD,0.0,0,1,1,Jinx
Aízen Sosuke,0.0,0,1,1,Singed
AtheneINoctua,0.0,0,1,1,MonkeyKing
Ataneq,0.0,0,1,0,Kaisa
Astic,0.0,0,1,1,Anivia
ArtWolv,0.0,0,1,0,Nunu
ArphaleGaming,0.0,0,1,1,Olaf
Araksio XD,0.0,0,1,0,Samira
Antiagr,0.0,0,1,0,Senna
Angie Theolia,0.0,0,1,0,Varus
Anerthl0x,0.0,0,1,1,Aphelios
Andrex2500,0.0,0,1,0,Chogath
Alzinater,0.0,0,1,0,Rumble
Alvarogg,0.0,0,1,0,Seraphine
Alosex,0.0,0,1,1,Ziggs
All Hail Lemmy,0.0,0,1,1,Zoe
AlexCM95,0.0,0,1,0,Xerath
Albertwander,0.0,0,1,0,Corki
Aello Xenakis,0.0,0,1,0,Seraphine
Adorno,0.0,0,1,1,Lucian
Adellame,0.0,0,1,1,Leblanc
AdelinouxX,0.0,0,1,0,Orianna
ActimeI,0.0,0,1,1,Kayle
Abbe242,0.0,0,1,0,Senna
ARKINOXX,0.0,0,1,0,Kennen
ALalwan202,0.0,0,1,1,Karthus
AGingah,0.0,0,1,0,Ahri
ADC in 2k21 IuI,0.0,0,1,0,KogMaw
ADAMCOLEBAYBAYY ,0.0,0,1,1,Gangplank
666TeemoDevil666,0.0,0,1,0,Neeko
5v3nH,0.0,0,1,1,Jinx
4th3n3,0.0,0,1,1,Sona
190cm 77kg 61cm,0.0,0,1,0,Tryndamere
1 Human 4 Apes ,0.0,0,1,0,Soraka
0grod,0.0,0,1,1,MasterYi
0DarkRose0,0.0,0,1,0,Lucian
 Roshi Style,0.0,0,1,1,Urgot
